text,label
보호무역주의의 강화가 글로벌 공급망 지도를 변화시키고 자국 중심의 경제 블록화를 촉진하는 지정학적 원인은?,QUESTION
유저들이 가장 오래 머무르는 탭의 UI 특징 좀 분석해줄 수 있어,ANALYSIS
갑상선 암은 생존율이 왜 그렇게 높아?,QUESTION
오늘 친구랑 몇시에 만나기로 했니,SEARCH
어휴 오늘따라 업무가 산더미 같지만 그래도 힘을 내봐야겠어요,CASUAL
지금 사면 호구인가,ANALYSIS
협력사에 보내는 업무 협조에 대한 감사 메시지 정중하게 써바,GENERATION
내가 생각하는 건 거기까지야,CASUAL
새벽 한 시가 되면 티브이 꺼줘,GENERATION
내일 모레 오전 약속 회의로 바꿔줘,GENERATION
생물학계의 최신 연구에 따르면 토마토나 담배 같은 식물들이 수분이 부족하거나 줄기가 잘리는 등의 극한 스트레스 상황에 처했을 때 초당 수십 번의 초음파 대역 소리를 공기 중으로 방출하며 이러한 소리가 수 미터 떨어진 곳의 곤충이나 다른 식물들에게 전달될 가능성이 있다는 결과가 발표되었는데 식물이 성대와 같은 발성 기관 없이 관다발 내의 기포가 터지는 물리적 현상을 통해 소리를 만들어내는 구체적인 메커니즘과 이러한 식물의 소리 방출 행위가 실제 생태계 내에서 능동적인 신호 전달 수단으로 기능할 수 있는지에 대한 과학계의 논의와 가설을 설명해줘,QUESTION
지금 현재 내 위치 주변 분위기 좋은 루프탑 바 추천해바,SEARCH
지금 현재 내 위치 주변 가볼 만한 갤러리 추천해바,SEARCH
사내 카페 이용 규칙 공지문 친근한 톤으로 작성해쥬,GENERATION
경영의 투명성을 위한 감독은 결국 금융시장의 신뢰도를 높입니다,CASUAL
엄마 난 숙제 다 했다,CASUAL
오늘따라 커피 향이 유난히 좋네요 다들 한 잔 하세요,CASUAL
살짝 매콤 하면서도 부드러운 참치 의 식감이 좋터라구요,CASUAL
오 그렇군요 알겠습니다,CASUAL
네 확인했습니다 별도의 요청 사항은 없으니 이대로 진행해 주세요,CASUAL
오늘 갈 백화점이 언제 문을 닫는지 아니,SEARCH
밥 먹으러 가는,CASUAL
곗돈 붓는 것이 너무 부담스러워서 그만두려고 해,CASUAL
어제 학교에서 온 메일 있는지 검색해줘,QUESTION
우와 쩐다,CASUAL
독감이 감기랑 다른 점이 뭐야?,QUESTION
정말 뉴욕 증시에 오른 회사 맞아,CASUAL
내년 시장 어때?,ANALYSIS
멀티 쓰레드 환경에서 세마포어를 사용하여 임계 영역을 안전하게 보호하는 방법은?,QUESTION
이 소스 코드의 로직 완성도를 확인해서 배포해도 될 수준인지 분석해바,ANALYSIS
이번 주 금요일 저녁 날씨를 알려줘,SEARCH
우리 회사 홈페이지 타이틀 지어바,GENERATION
일제강점기 국채 보상 운동이 한국 민족 운동사에서 갖는 역사적 의의를 분석해줘,QUESTION
대상포진 초기 증상이 뭐야?,QUESTION
얼마나 취약하기에 그렇게 주가가 빠졌어도 바닥을 길까,CASUAL
체했을 때 손 따는 게 의학적으로 근거 있어?,QUESTION
내일 약속장소 근처의 괜찮은 레스토랑 추천해줘,SEARCH
지난주 발생한 고객 클레임 200건의 패턴 분석해서 공통적인 시스템 원인 찾아바,ANALYSIS
한 시간 뒤에 오늘의 세미나가 시작됩니다,CASUAL
갔다 올게요,CASUAL
하이요,CASUAL
지금 현재 알고랜드 시세 변동 어때?,SEARCH
소정이는 잘 크지 한번 보고 싶다,GENERATION
둘이 있는 거 보니까 너무 좋다,CASUAL
이 계약서 리스크 분석해줘,ANALYSIS
검색 결과 정렬 기준 바꾼 뒤 유저들 클릭 만족도 변화 분석,ANALYSIS
지금 시간이 어떻게 돼니,SEARCH
네 알겠습니다 그럼 이따가 뵙는 걸로 하고 이만 줄일게요,CASUAL
이 데이터 분석해봐,ANALYSIS
전에 이야기했던 식사대접을 오늘 해도 되려 나요,QUESTION
QA에서 잡은 버그 수 대비 실배포 후 장애 발생 비율 분석,ANALYSIS
내일 미세먼지 농도가 낮은 지 확인해줘,SEARCH
이 추세면 망함?,ANALYSIS
지금 현재 스포티파이 차트 1위 곡 노래 제목 검색해쥬,SEARCH
복지 포인트 사용처 분석해서 직원들의 선호 트렌드 변화 파악해,ANALYSIS
교수님께 온 메일만 보여줘,GENERATION
취업관련 메일 온 거 있으면 나에게 말해줘,SEARCH
금요일 서울 최고 온도가 몇이니,QUESTION
저번 달 총 지출금액을 알려줘,QUESTION
요즘 유행하는 오버핏 티셔츠 브랜드 추천해바,SEARCH
모레 비가 오니,SEARCH
멘토링 프로그램 참가한 신입들이 퇴사 안 하고 잘 적응하고 있나,ANALYSIS
갑상선 암 수술을 마친 환자가 빠른 신체적 회복을 도모하고 체내 면역 체계를 강화하여 재발 방지에 기여하기 위해 일상 식단에서 반드시 섭취해야 할 고단백 식품과 항산화 성분이 풍부한 채소류의 종류 및 수술 후 기력 회복에 좋은 음식들에 대해 추천해쥬,QUESTION
허리 디스크 환자가 장시간 앉아 있을 때 척추에 가해지는 압력을 최소화하기 위해 의자를 선택할 때 반드시 확인해야 할 기능은?,QUESTION
거래처 시연회 메일 써바,GENERATION
파이썬 코드 써쥬,GENERATION
기술 부채 지금 안 털면 내년 하반기 배포 스케줄 꼬일 리스크 평가해줘,ANALYSIS
할 시간도 없냐,CASUAL
아무것도 안 하고 싶다,CASUAL
나의 이 질기고 아둔한 미련한 집착을 끊어준 사람이거든,CASUAL
계란 노른자에 함유된 특정 영양 성분이 인간의 두뇌 건강과 인지 기능 향상에 기여하는 원리는?,QUESTION
울 아버지가 니네 집에서 일하는 거 가문에 영광이라며 나 끌구 가서,CASUAL
입술 건조 증상이 단순 건조가 아니라 구순염일 경우 나타나는 증상의 특징과 치료 방법 알려줘,QUESTION
리스트 중에서두,CASUAL
사내 전력 아끼기 캠페인 안내문 및 실천 수칙 맹들어쥬,GENERATION
지금 현재 넷플릭스 인기 애니메이션 순위 리스트,SEARCH
이번 달 물가 어때,SEARCH
오늘 아침 경제 신문에 나온 반도체 동향 기사 5개 요약해서 주간 보고서 넣어줘,ANALYSIS
이 설문조사 결과에서 나타나는 유의미한 사용자 패턴이 뭔지 분석해쥬,ANALYSIS
프로젝트 실패 원인 중 커뮤니케이션 부재가 차지하는 비중 분석,ANALYSIS
이제야 먹고 살게 걱정돼,CASUAL
야근 팀원 메시지 작성해줘,GENERATION
지금 현재 디즈니 플러스 인기 콘텐츠 리스트,SEARCH
주변에 주차할 데 있을까?,SEARCH
무지개가 왜 항상 태양의 반대편 하늘에 생기는지 빛의 입사각과 반사각의 원리로 설명해줘,QUESTION
유저들이 가장 많이 쓰는 이모티콘 감정 분석해서 콘텐츠 기획해,ANALYSIS
주식 유상 증자 권리락이 뭐야?,QUESTION
새천년 교통문화 양보로 가꿉시다,GENERATION
캐시 교체 알고리즘 중 Random 방식이 가진 결정적인 단점 알려줘,QUESTION
감정의 다스려지질 않아 술을 찾았다,CASUAL
계란 노른자의 영양 성분이 두뇌 건강에 기여하는 원리는?,QUESTION
우리 회사 홈페이지 메인 카피 '최고' 단어 안 쓰고 신뢰감 있게 지어바,GENERATION
오늘 미세먼지 농도가 몇시부터 정상이 되는지 알려줘,SEARCH
비즈니스 오찬 후 보낼 정중한 인사 및 향후 논의 요청 메일 써줘,GENERATION
집에 불 다 꺼줄 수 있니,GENERATION
애자일 프로젝트에서 스프린트가 종료될 때 미완료된 작업들을 다음 스프린트로 넘기는 '롤오버' 현상이 팀의 속도(Velocity) 측정에 미치는 부정적 영향은?,QUESTION
공매도가 주식 시장의 거품을 제거하는 효과가 있어?,QUESTION
그들은 투표권을 약속받고 집회를 해산 했다,CASUAL
신입 사원에게 업무 적응 돕기 위한 따뜻한 조언 메시지 작성해줘,GENERATION
이 코드 리팩토링 전후의 메모리 점유율이랑 CPU 부하 수치를 비교해서 분석해쥬,ANALYSIS
지금 시점에서 검색 광고 화력 집중하는 거 에바임,ANALYSIS
내게 보낸 메일함을 열어줘,GENERATION
거기서 보내왔어,CASUAL
지금 현재 브라질 헤알화 환율 전망 기사 정리해줘,SEARCH
파이썬으로 간단한 계산기 GUI 만드는 코드 짜줘,GENERATION
주식 시장의 서킷브레이커 제도가 하루 중 발동될 수 있는 횟수 제한은?,QUESTION
유저들이 장바구니 담고 결제 안 하는 이유가 포인트 적립률 탓인가,ANALYSIS
오늘의 주요 공시 정보 알려줘,SEARCH
이 약 효과가 확실한 거죠,QUESTION
파이썬으로 리스트의 특정 인덱스 요소 삭제하는 pop 코드 짜줘,GENERATION
요즘 유행하는 와이드 팬츠 브랜드 추천해바,SEARCH
우리 브랜드 메인 컬러를 오렌지색으로 정했을 때의 심리학적 배경 지어바,GENERATION
오늘 저녁 열한시 가계부 확인 일정 추가 했니,SEARCH
자바 추상 비교 예제 코드 짜바,GENERATION
꿀떡 삼키고도 입안에 자몽 잔향 이남아서 행복 해요,CASUAL
CSS 요소 위치 절대 경로 설정 소스 알려줘,GENERATION
요즘 유행하는 수영복 브랜드 추천해바,SEARCH
합정역에서 육호선으로 갈아타시면 됩니다,CASUAL
차 가져올게요,CASUAL
효은이한텐 다 설명했어요,CASUAL
우리 서비스의 일간 활성 사용자(DAU) 하락 원인을 외부 이벤트 분석으로 분석해바,ANALYSIS
가스레인지에 불 다 꺼져 있는지 확인해줘,SEARCH
지금 들어가면 늦음?,ANALYSIS
솔직히 그동안의 뉴욕증시는 부진했었잖아,CASUAL
유저들이 앱 내에서 가장 많이 사용하는 이모티콘 분석,ANALYSIS
지금 밖엔 비 와?,SEARCH
전사 아이디어 공모전 본선 진출 팀 응원 공지 맹들어바,GENERATION
리츠 투자는 종합부동산세 과세 대상에서 제외돼?,QUESTION
내일 강수 여부 알려줘,QUESTION
오호,CASUAL
오늘 밤 서해안 고속도로 날씨 어떠니,SEARCH
우리 회사 상품이 곧 특허가 날 것 같아,CASUAL
녹 아내린 지방을 땀샘이나 소변으로 배출시키는 원리를 이용한것입니다,CASUAL
요즘 인기 있는 캔들 브랜드 ㅊㅊ,SEARCH
API 설계 시 RESTful 원칙을 지키는 게 왜 중요해?,QUESTION
전사 연말 파티 드레스 코드랑 컨셉 아이디어 3개 맹들어바,GENERATION
지금 기술 스택 유지 시 3년 뒤 유지보수 비용 예측해줘,ANALYSIS
이번 달 스케쥴입니다,CASUAL
농구의 계절이 시작됐으니 당연히 농구장에 가야지,CASUAL
식물이 동료 식물에게 위험을 전달한다는 게 사실이야?,QUESTION
작년의 오늘에 나 뭐하고 있었냐,SEARCH
오늘 날씨때문에 비행기 결항 안돼,SEARCH
이거 좀 다듬어줘,GENERATION
근처에 평점 높은 삼겹살 구워주는 집 어디야?,SEARCH
우리 브랜드 캐릭터의 라이벌 캐릭터 설정 제안해바,GENERATION
특정 유저 층에서만 재방문율 낮은 게 콘텐츠 부족 탓인가,ANALYSIS
지진 해일 쓰나미가 발생하는 원리가 뭐야?,QUESTION
아직 두남아 있는 감기 바이러스와 전쟁중이예요,CASUAL
앱 크래시 현상이 안드로이드 버전별로 어떤 차이 있는지 분석,ANALYSIS
매번 가방 쌀 때마다 이 짓을 왜 하나 하면서 싸는데,CASUAL
테라폼으로 인프라를 삭제할 때 주의점 알려주ㅔ,QUESTION
원달러 환율 전망 어때,ANALYSIS
오늘의 주요 헬스 뉴스 정리해줘,SEARCH
지구가 태양 주위를 도는 궤도 이심률이 뭐야?,QUESTION
나 그것 한번 배워보려고,CASUAL
지금 아이폰 15 프로 재고 있는 오프라인 매장,SEARCH
유저들이 앱 내에서 가장 많이 스크랩하는 콘텐츠 주제 분석,ANALYSIS
내일 오후 대구 날씨 알려줄래,QUESTION
안 그래두 은우 마지막 문자 때문에 마음도 안 좋은데,CASUAL
신규 가입 유도 배너를 메인 하단으로 내리면 클릭률 어떨 것 같아,ANALYSIS
너 감독 데뷔하고 나서 상 타니까 강릉 있는 나한테 연락 딱 끊고 상대도 안해줬잖아,CASUAL
리액트 훅(useRef) 돔 요소 직접 조작 예제 코드 써쥬,GENERATION
업무 분담이 특정인에게 쏠려 있는지 데이터로 분석해,ANALYSIS
학교면 나랑 같이 공부할래,GENERATION
하늘 색깔이 노을 질 때 붉은 이유를 빛의 굴절과 산란으로 설명해줘,QUESTION
협력사 업무 협조 메일 써바,GENERATION
지난주 집행한 페이스북 마케팅 비용 대비 도달률 분석 결과 보고해바,ANALYSIS
어제 집 앞 화단에 꽃 심어서 너무 피곤해,CASUAL
달의 뒷면이 우리가 항상 마주하는 앞면과 비교했을 때 거대한 현무암질 평원인 '바다' 지형이 현저히 적고 수많은 충돌구와 높은 고원으로 이루어진 지질학적 비대칭성의 원인을 설명하는 최신 천문학적 가설을 제시해주고 특히 초기 지구와 달이 매우 가까웠던 시절 지구가 방출한 엄청난 양의 복사열이 조석 고정 상태인 달의 앞면 온도를 높게 유지시켜 지각 형성을 방해한 반면 뒷면은 상대적으로 빠르게 식으면서 더 두꺼운 지각을 형성하게 되었다는 '비대칭 냉각 가설'의 과학적 근거를 상세히 설명해주며 최근 중국의 창어 4호나 인도의 찬드라얀 3호 같은 우주 탐사선들이 뒷면 착륙을 통해 수집한 최신 데이터들이 달의 기원과 진화 과정을 이해하는 데 어떠한 새로운 통찰을 제공하고 있는지 알려줘,QUESTION
이거 누구 거야? 주운 사람 있으면 알려줘,QUESTION
남들은 다들 열심히 공부하는 거 같은데 우리는 왜 이럴까,CASUAL
고생하셨습니다 들어가보세요 낼 봬요!,CASUAL
타입스크립트 제네릭 사용해서 공통 함수 만드는 예제 코드 써바,GENERATION
우리 브랜드 슬로건 '진심' 키워드 넣어서 따뜻하게 지어바,GENERATION
가격 인상 후에도 매출 유지되는 카페 메뉴들의 특징 분석해,ANALYSIS
한국 양궁 장비 과학화에 관한 기사를 찾아줄래,QUESTION
SQL로 데이터 합계(SUM) 구할 때 조건 추가하는 쿼리 짜바,GENERATION
윤영이 얼굴 반반한 거 옛날 말이야 정신 차리고 자세히 봐봐 여자 사십 중반 맛이 가도 한참 간 나이야,GENERATION
우리 서비스 가입 환영 지어바,GENERATION
리츠 투자가 부동산 종합부동산세 부과 대상에서 제외되는 이유는?,QUESTION
일부러 찾아오지 않는다면 지나가면서 들리기에는 쉽지 않은 곳이다,CASUAL
우리 서비스 장바구니 안내 지어바,GENERATION
어젯밤 새 메일 중 공지 이메일 찾아라,SEARCH
내일 일몰 시간이 언제니,QUESTION
튜토리얼 완료율이 유저 리텐션에 끼치는 실질적 영향 분석 결과,ANALYSIS
유저 인터뷰 보면 우리 앱이 '무겁다'는 의견이 많은데 원인이 뭐야,ANALYSIS
밤하늘의 별자리를 활용하여 북쪽 하늘의 지표가 되는 북극성을 찾는 구체적인 방법과 이를 위해 길잡이가 되는 다른 별자리들을 나열하고 설명해줘,QUESTION
로그 시각화 결과 보고 서버 장애가 발생하기 직전에 나타나는 전조 현상 패턴 분석해쥬,ANALYSIS
코드 좀 짜바,GENERATION
이 창을 보고나니까 다시 의심이 눈 녹듯 사라졌다,CASUAL
지난주 대비 매출이 하락한 원인이 시스템 장애 때문인지 마케팅 중단 때문인지 분석해바,ANALYSIS
주변 주차장 ㅊㅊ,SEARCH
넌 왜 그렇게 뺀질대니,CASUAL
신규 폰트 가독성 조사 결과 보면 유저들이 이전보다 편해함,ANALYSIS
지금 현재 내 위치 주변 주차 가능 카페 검색해바,SEARCH
오늘 당진 날씨 좀 알려줘,QUESTION
최소한 순익에 기반하면 증시 가격이 지금 공정하다,CASUAL
호빗에서 온 이메일 전부 삭제해줘,GENERATION
오늘,CASUAL
우리 회사 공식 캐릭터의 좌우명 지어바,GENERATION
근처에 평점 높은 잔치국수 집 어디야?,SEARCH
리액트 훅(useId) 생성 예제 코드 써쥬,GENERATION
뒤에서 안,CASUAL
우리 서비스 피드백 분석해바,ANALYSIS
마리사는 많은 엄청난것을 훔쳐 갔습니다인데요,CASUAL
연금 저축 계좌의 중도 인출 시 가산세는 얼마나 붙어?,QUESTION
약속하신 서류 여기 있습니다,CASUAL
지난달 광고 집행 결과 보고 효율성이 얼마나 있었는지 평가해봐,ANALYSIS
경쟁사 마케팅 효율 분석 결과를 우리 거랑 일대일로 비교 분석 보고해줘,ANALYSIS
완벽해 근데 이거 수정 어디서 해?,QUESTION
내용 요약 부탁해,GENERATION
신라가 삼국 통일을 할 수 있었던 원동력이 뭐야?,QUESTION
올해 수학능력시험은 너무 쉬웠대,CASUAL
안녕하세요 좋은 하루입니다 다들 웃음 가득하시길요,CASUAL
이번주에 회의가 있니,QUESTION
오늘 아침에 머하니,QUESTION
어디긴 작가집 앞이지 그러게 숨겨논 작가를 왜 들켜 야 임마 너 이제 어쩔래 당장 오늘밤부터는 찍을 대본이 없어서 놀게 생겼는데 이 일을 어쩔래 너,CASUAL
우리 서비스 점유율 떨어질까?,ANALYSIS
메인 배너 순서 바꾼 후 클릭률에 유의미한 변화 줬는지 봐줄래,ANALYSIS
장애 복구 매뉴얼대로 했는데 복구 시간 길어진 이유 분석,ANALYSIS
겨울에 바닷물보다 강물이 먼저 어는 이유를 밀도로 설명해바,QUESTION
영문 메일 5개 써줘,GENERATION
IT 뉴스 최신순으로 좀,SEARCH
부슬비가 조금씩 내렸는데 조금 걷다 보니 다행히 곧 그쳤다,CASUAL
우리 브랜드 캐릭터의 라이벌 설정 아이디어 제안해바,GENERATION
언제 먹을 거야,QUESTION
사내 동호회 정기 활동 보고 마감 공지 맹들어바,GENERATION
이 회의록 내용을 보고 다음 미팅 전까지 해결해야 할 결정 과제 요약 분석해줘,ANALYSIS
풍선 효과가 복지 정책에서 나타난 실제 사례 알려줘,QUESTION
비품 신청 내역 분석해서 탕비실 인기 없는 간식 종류 교체하자고,ANALYSIS
멀티 쓰레드 프로그래밍 환경에서 여러 개의 쓰레드가 동일한 자원에 동시에 접근하는 것을 제어하기 위해 세마포어(Semaphore)를 사용하여 임계 영역을 안전하게 보호하고 동기화하는 구체적인 메커니즘과 구현 방식은?,QUESTION
주식 시장의 서킷브레이커는 몇 단계까지 있어?,QUESTION
근처에 평점 4.8 이상인 미용실 어디야?,SEARCH
남극 빙하가 녹으면 지구의 자전축 이동에 미치는 영향은?,QUESTION
오케이,CASUAL
휴지통이 오십통 넘으면 알려줘,GENERATION
가치 투자랑 단기 매매 차이가 뭐야?,QUESTION
요즘 유행하는 무선 티 포트 브랜드 추천해바,SEARCH
카운터에 차 키가 있길래,GENERATION
SPA(Single Page Application)의 장단점이 뭐야?,QUESTION
특정 기능 유료화 시 이탈 예상되는 유저 수 시뮬레이션해줘,ANALYSIS
우리 서비스 내 장바구니 비었을 때 문구 지어바,GENERATION
앱 로딩 속도가 유저 평점에 끼치는 영향 분석 가능함,ANALYSIS
오늘 나 첫 월급 받았어,CASUAL
CSS 투명도(opacity) 조절해서 세련된 효과 주는 소스 알려줘,GENERATION
시골 갈 때 기차 탈까 아님 고속버스 탈까,QUESTION
VPN 쓰면 IP 주소가 왜 바뀌어 보이나요?,QUESTION
작년 칠월 평균 기온 알려주겠니,QUESTION
오늘 발행된 IT 업계 기사 20개 요약해서 우리 사업에 영향 줄 만한 이슈만 뽑아바,ANALYSIS
오늘의 주식 시장 코스피 기관 순매도 상위 종목 뭐야?,SEARCH
유저들이 앱 내에서 가장 많이 공유하는 기능이 뭔지 데이터 분석,ANALYSIS
컴퓨터가 켜져있는지 알려줘,QUESTION
다음주에 일정이 겹치는 날이 언제인지 알려줘,QUESTION
팀원 간 슬랙 메시지 횟수랑 프로젝트 완료 속도 상관관계 분석 결과 어때,ANALYSIS
이더 지금 줍줍할만해?,ANALYSIS
밖애 비 오나?,SEARCH
보호무역주의가 다시 확산되는 국제적 배경이 뭐야?,QUESTION
코드 리뷰 문화가 팀원 간의 기술 부채 인식에 끼치는 영향 분석,ANALYSIS
우리 브랜드 일상 지어바,GENERATION
이번 달 KPI 미달인데 어디서 병목 생겼는지 찾아봐,ANALYSIS
블록체인 노드가 하는 역할이 뭐야?,QUESTION
이거 영어로 번역 가능?,GENERATION
지난주 성과 분석해바,ANALYSIS
우리 서비스 앱 런칭 기념 축하 메시지 영상 대본 지어바,GENERATION
오늘의 주요 건강 라이프 뉴스 정리해줘,SEARCH
작년 인건비 대비 올해 인건비 상승폭이 매출 성장률보다 높은지 수치적으로 분석해바,ANALYSIS
안녕하세요 오늘도 어김없이 해가 떴네요 다들 밝은 하루 보내세요,CASUAL
내가 니 친구냐 오민숙씨게 너는 으른도 몰라 나가,CASUAL
업무 요청 시 기한이 촉박함을 알리고 협조 구하는 메시지 작성해줘,GENERATION
자바로 문자열 내 특정 패턴 찾아서 치환하는 정규식 코드 짜줘,GENERATION
파이썬으로 리스트의 모든 요소를 문자열로 합치는 코드 써쥬,GENERATION
도쿄 날씨 며칠 동안 어때?,SEARCH
사람의 아들은 누구인가,QUESTION
파이썬으로 파일 이름의 확장자만 추출하는 코드 써쥬,GENERATION
또 뵙겠습니다,GENERATION
서버 가용성을 높이기 위한 로드 밸런싱의 원리는?,QUESTION
시장 분석 보고서 작성해줘,GENERATION
우리 서비스 대본 지어바,GENERATION
수요일 아침 온도 확인해줘,SEARCH
오늘 일정 그대로 내일도 똑같이 저장해줘,GENERATION
금요일 오후 다섯시에 병원 일정이 있니,QUESTION
영예로운 진급을 축하하며 무궁한 발전을 기원합니다,GENERATION
고행의 길 끝에는 성장을 넘어 성숙한 내가 기다리고 있다,CASUAL
내 연차 몇 개 남았어? 근태 시스템 좀 봐봐,QUESTION
다음주에 제주도 북부지역 날씨 검색해줘,SEARCH
결제 단계에서 이탈하는 이유가 결제 수단 부족 때문인지 분석 부탁해,ANALYSIS
요즘 유행하는 노트북 거치대 브랜드 추천해바,SEARCH
오늘의 금리 어떻게 되냐,SEARCH
지금 현재 카카오 웹툰인기 순위 뭐야?,SEARCH
ㅇㅇ,CASUAL
우리 서비스 유입 분석해바,ANALYSIS
비례대표제가 뭐야?,QUESTION
간접 투자할 방법은 없을까,QUESTION
자바스크립트 객체 비구조화 할당하는 다양한 예제 코드 써바,GENERATION
허리 디스크 환자가 의자를 선택할 때 반드시 고려해야 할 핵심 기능은?,QUESTION
규율은 하나의 약속입니다,CASUAL
주말에 강한 비 오니,QUESTION
SQL로 데이터 정렬 시 널 값은 마지막 쿼리 짜바,GENERATION
"우리 팀원들이 사용하는 협업 도구(슬랙, 지라, 컨플루언스)의 활용 빈도 분석해줘",ANALYSIS
남극 빙하가 녹으면 지구 자전축이 기울어져?,QUESTION
넵 확인했습니다 제가 나중에 다시 한 번 확인해 볼게요 감사합니다,CASUAL
우리 브랜드 로고 형태를 원형으로 할지 사각형으로 할지 근거 지어바,GENERATION
푸시 알림 클릭률 높은 문구가 '혜택 강조형'인지 '감성형'인지 분석해,ANALYSIS
커피 수혈 시급,CASUAL
진짜,CASUAL
파이썬 데이터 추가 update 코드 써쥬,GENERATION
현직 교사들이나서 자제해 줄것을 당부한다,CASUAL
SQL로 특정 날짜 이후 가입한 유저 찾기 쿼리 짜바,GENERATION
근처에 평점 좋은 내과 위내시경 검진비 어디가 싸?,SEARCH
안녕하세요 오늘도 활기찬 하루 보내세요 다들 건강 챙기시고요,CASUAL
영국의 산업혁명 당시 환경 오염 문제는 어땠어?,QUESTION
엄마 엄마 이거 봐,GENERATION
오늘 다섯시에 보낸 메일 부장님께 다시 보내줄 수 있니,GENERATION
보고서 잘 읽었어,CASUAL
오늘의 날씨랑 공원 산책하기 최적의 시간 알려줘,SEARCH
이거 왜 느린 거야,QUESTION
자바스크립트 배열 요소 포함 예제 코드 짜바,GENERATION
요즘 핫한 연남동 맛집 거리 지도 포함 알려쥬,SEARCH
주식 시장의 상한가 제한 폭이 30%로 상향된 구체적인 시기와 그 배경은?,QUESTION
한국은행이 금리를 올리면 내 예금 이자도 바로 올라?,QUESTION
이 기획안 타당성 분석해줘,ANALYSIS
전사 공지사항 제목 클릭하고 싶게 어그로 살짝 끌어서 맹들어바,GENERATION
올해 대형 가수 콘서트 티켓팅 일정,SEARCH
파이썬 텍스트 파일 거꾸로 읽기 코드 써쥬,GENERATION
별자리를 보고 계절을 판단하는 기준이 뭐야?,QUESTION
컴퓨터로 우리 아버지는 주식 변동률을 보신다,CASUAL
사무실 임차 계약서 조항 중에서 임대인이 일방적으로 계약 해지할 수 있는 조건 찾아줘,ANALYSIS
오 대박이네요 그런 생각을 하시다니 정말 천재 아니신가요,CASUAL
왜 하늘은 파란색이야?,QUESTION
우리 서비스 내 탈퇴 전 마지막으로 붙잡는 감성적인 문구 지어바,GENERATION
우리 회사 직원들의 워라밸 만족도 설문 데이터를 부서별/직급별로 나눠서 분석해바,ANALYSIS
자바 가비지 컬렉션 중 G1 GC가 힙 메모리를 리전 단위로 나누어 관리하면서 가비지가 가장 많은 리전부터 우선적으로 정리하는 알고리즘의 효율성 분석해쥬,QUESTION
와,CASUAL
지금 현재 내 위치 주변 카페 테라스 있는 곳 검색해바,SEARCH
이 수치 정상인가? 판단이 안 서네,ANALYSIS
교육 사이트는 어디가 좋을까,SEARCH
이 기획 문서를 한눈에 볼 수 있도록 핵심 슬로건이랑 추진 전략 위주로 요약 보고서 작성해바,ANALYSIS
리액트 에러 바운더리 구현해서 예외 처리하는 예제 코드 써쥬,GENERATION
파이썬으로 리스트의 특정 요소를 다른 값으로 치환하는 코드 짜줘,GENERATION
비즈니스 미팅 참여 감사 및 자료 송부 메일 써줘,GENERATION
근처에 평점 좋은 정형외과 물리치료 잘하는 곳 어디야?,SEARCH
근처에 평점 높은 일식 돈카츠 집 어디야?,SEARCH
경제 용어 중에 기펜재가 뭐야?,QUESTION
유저들이 친구 초대를 가장 많이 하는 시점의 앱 활동 분석해줘,ANALYSIS
우리 회사 SWOT 분석 결과를 보고 내년도 위기 극복 전략 분석해줘,ANALYSIS
특정 기기에서 화면 레이아웃 깨지는 게 해상도 대응 미비 때문인지 분석,ANALYSIS
바다 색깔이 파란 이유가 뭐야?,QUESTION
주식 시장의 변동성 지수 VIX가 급등했을 때 시장에 만연한 '공포 심리'를 역이용하여 우량주를 저가 매수하는 투자 전략의 유효성과 주의점은?,QUESTION
메인 배너 순서 바꾼 게 유저 한 명당 결제 금액에 영향 줬는지 봐,ANALYSIS
지금 현재 파워렛저 시세 얼마야?,SEARCH
냉동실 온도는 영하 이도로 낮춰줘,GENERATION
저두 마음이,CASUAL
한 주의 절반인 수요일 소중히 보내길,GENERATION
오늘의 주요 모빌리티 산업계 뉴스 요약해줘,SEARCH
동네 뒷산을 주로 이용하고 있어,CASUAL
싱글톤 디자인 패턴을 적용할 때 발생할 수 있는 문제점 알려줘,QUESTION
우리 브랜드 캐릭터의 성격적 장점 3가지 제안해바,GENERATION
여드름 흉터 안 남게 관리하는 법 알려줘,QUESTION
일본까지 왔는데 초밥 을 먹지 않으면 섭섭하죠,CASUAL
내가 니 아버지 그렇게 싫었어도 참구 살길 잘했지,CASUAL
지금 현재 내 위치 주변 카페 주차 가능한 곳 검색해바,SEARCH
석사에서 박사 학위까지 딸까도 싶어,CASUAL
특정 브라우저에서만 레이아웃 깨지는 거 렌더링 엔진 문제,ANALYSIS
이 소스 코드 내에서 동일한 로직이 세 번 이상 반복되는 중복 코드 분석해바,ANALYSIS
근처에 평점 높은 함바그 집 어디 있어?,SEARCH
근처 도서관 휴관일인지 확인해줘,SEARCH
상반기 부동산 정책 기사를 보여라,QUESTION
회사 근처 유료 주차장 지원해주는 게 셔틀 운행보다 비용 면에서 어떰,ANALYSIS
상품시장의 우위보다 금융시장의 우위가 무엇보다도 필요하다,CASUAL
첨부한 엑셀 파일 데이터로 월별 매출 성장률 그래프 그리고 전체적인 트렌드 설명해줘,ANALYSIS
API 응답 지연되는 게 DB 인덱스 설계 미비 때문인지 확인해,ANALYSIS
오늘 오전에 관악구 강수량 알려줘,QUESTION
지진 발생 시 탁자 밑으로 대피하여 머리를 보호하는 과학적 근거는?,QUESTION
